AccidentSeverity,Country,LightCondition,WeatherCondition,AccidentMonth,AccidentDay,Accidents
Slight,England,Darkness - lights lit,Raining + high winds,June,Tuesday,1
Slight,England,Darkness - lights lit,Raining + high winds,December,Tuesday,3
Slight,England,Darkness - lights lit,Raining + high winds,November,Tuesday,11
Slight,Scotland,Darkness - lights lit,Raining + high winds,November,Tuesday,2
Slight,England,Darkness - lights lit,Raining + high winds,September,Tuesday,1
Slight,England,Darkness - lights lit,Raining + high winds,January,Tuesday,1
Slight,England,Darkness - no lighting,Raining + high winds,February,Tuesday,1
Slight,England,Daylight,Raining + high winds,October,Sunday,6
Slight,England,Daylight,Raining + high winds,June,Sunday,3
Slight,England,Daylight,Raining + high winds,February,Sunday,23
Slight,England,Daylight,Raining + high winds,November,Sunday,6
Slight,Scotland,Daylight,Raining + high winds,February,Sunday,2
Slight,England,Darkness - lighting unknown,Raining + high winds,November,Sunday,1
Slight,England,Darkness - lighting unknown,Raining + high winds,February,Sunday,3
Serious,England,Darkness - lighting unknown,Raining + high winds,October,Sunday,1
Slight,England,Daylight,Raining + high winds,July,Sunday,1
Slight,England,Daylight,Raining + high winds,August,Sunday,1
Slight,England,Daylight,Raining + high winds,January,Sunday,1
Slight,England,Daylight,Raining + high winds,December,Sunday,1
Slight,England,Darkness - lights lit,Raining + high winds,May,Sunday,1
Slight,England,Darkness - lights lit,Raining + high winds,February,Sunday,29
Slight,England,Darkness - lights lit,Raining + high winds,December,Sunday,6
Slight,England,Darkness - no lighting,Raining + high winds,February,Sunday,11
Slight,England,Darkness - no lighting,Raining + high winds,January,Sunday,3
Slight,England,Darkness - no lighting,Raining + high winds,November,Sunday,3
Slight,England,Darkness - no lighting,Raining + high winds,May,Sunday,1
Slight,England,Darkness - no lighting,Raining + high winds,October,Sunday,2
Slight,England,Darkness - no lighting,Raining + high winds,June,Sunday,1
Serious,Scotland,Darkness - no lighting,Raining + high winds,October,Sunday,1
Serious,Scotland,Darkness - no lighting,Raining + high winds,January,Sunday,1
Serious,England,Darkness - no lighting,Raining + high winds,October,Sunday,2
Serious,England,Darkness - no lighting,Raining + high winds,June,Sunday,1
Serious,England,Darkness - no lighting,Raining + high winds,February,Sunday,1
Slight,Scotland,Darkness - no lighting,Raining + high winds,October,Sunday,1
Slight,England,Darkness - no lighting,Raining + high winds,December,Sunday,1
Slight,Scotland,Darkness - lights unlit,Raining + high winds,January,Sunday,1
Slight,England,Darkness - lights unlit,Raining + high winds,February,Sunday,3
Serious,England,Darkness - lights unlit,Raining + high winds,February,Sunday,1
Serious,England,Daylight,Raining + high winds,December,Sunday,1
Serious,England,Daylight,Raining + high winds,February,Sunday,6
Serious,England,Daylight,Raining + high winds,November,Sunday,2
Serious,Scotland,Daylight,Raining + high winds,January,Sunday,1
Serious,England,Darkness - lights lit,Raining + high winds,February,Sunday,6
Fatal,England,Darkness - no lighting,Raining + high winds,November,Sunday,1
Serious,England,Darkness - lights lit,Raining + high winds,November,Sunday,2
Serious,England,Darkness - lights lit,Raining + high winds,October,Sunday,2
Slight,England,Darkness - lights lit,Raining + high winds,October,Sunday,8
Slight,England,Darkness - lights lit,Raining + high winds,January,Sunday,2
Slight,England,Darkness - lights lit,Raining + high winds,November,Sunday,2
Slight,Scotland,Darkness - lights lit,Raining + high winds,February,Sunday,1
Slight,Scotland,Darkness - lights lit,Raining + high winds,January,Sunday,3
Slight,England,Daylight,Raining + high winds,November,Thursday,11
Slight,England,Daylight,Raining + high winds,October,Thursday,4
Slight,England,Daylight,Raining + high winds,December,Thursday,2
Slight,Scotland,Daylight,Raining + high winds,May,Thursday,1
Slight,Scotland,Daylight,Raining + high winds,February,Thursday,3
Slight,Scotland,Daylight,Raining + high winds,January,Thursday,1
Slight,England,Daylight,Raining + high winds,April,Thursday,8
Slight,Scotland,Daylight,Raining + high winds,December,Thursday,1
Slight,Scotland,Darkness - lighting unknown,Raining + high winds,November,Thursday,1
Slight,England,Darkness - lighting unknown,Raining + high winds,December,Thursday,1
Slight,England,Darkness - lighting unknown,Raining + high winds,November,Thursday,1
Slight,England,Daylight,Raining + high winds,February,Thursday,5
Slight,England,Daylight,Raining + high winds,September,Thursday,1
Serious,Scotland,Daylight,Raining + high winds,October,Thursday,1
Serious,Scotland,Daylight,Raining + high winds,February,Thursday,1
Slight,England,Darkness - lights lit,Raining + high winds,November,Thursday,9
Slight,England,Darkness - no lighting,Raining + high winds,November,Thursday,2
Slight,England,Darkness - no lighting,Raining + high winds,February,Thursday,2
Serious,Scotland,Darkness - no lighting,Raining + high winds,October,Thursday,1
Serious,Scotland,Darkness - no lighting,Raining + high winds,February,Thursday,1
Serious,England,Darkness - no lighting,Raining + high winds,December,Thursday,1
Serious,England,Darkness - no lighting,Raining + high winds,October,Thursday,1
Slight,Scotland,Darkness - no lighting,Raining + high winds,October,Thursday,2
Slight,Scotland,Darkness - no lighting,Raining + high winds,February,Thursday,2
Serious,England,Daylight,Raining + high winds,April,Thursday,1
Serious,England,Daylight,Raining + high winds,November,Thursday,3
Serious,England,Daylight,Raining + high winds,January,Thursday,1
Serious,England,Daylight,Raining + high winds,June,Thursday,1
Serious,England,Darkness - lights lit,Raining + high winds,January,Thursday,1
Serious,England,Darkness - lights lit,Raining + high winds,November,Thursday,2
Serious,England,Darkness - lights lit,Raining + high winds,February,Thursday,1
Slight,England,Darkness - lights lit,Raining + high winds,September,Thursday,1
Slight,England,Darkness - lights lit,Raining + high winds,February,Thursday,5
Slight,England,Darkness - lights lit,Raining + high winds,December,Thursday,1
Slight,England,Darkness - lights lit,Raining + high winds,October,Thursday,1
Slight,Scotland,Darkness - lights lit,Raining + high winds,December,Thursday,1
Slight,Scotland,Darkness - lights lit,Raining + high winds,November,Thursday,1
Slight,Scotland,Darkness - lights lit,Raining + high winds,October,Thursday,1
Slight,England,Darkness - lights lit,Raining + high winds,January,Thursday,1
Slight,England,Daylight,Raining + high winds,December,Friday,6
Slight,England,Daylight,Raining + high winds,September,Friday,8
Slight,Scotland,Daylight,Raining + high winds,June,Friday,2
Slight,Scotland,Daylight,Raining + high winds,March,Friday,1
Slight,Scotland,Daylight,Raining + high winds,February,Friday,2
Slight,England,Daylight,Raining + high winds,February,Friday,19
Slight,Scotland,Daylight,Raining + high winds,November,Friday,2
Slight,Scotland,Daylight,Raining + high winds,September,Friday,1
Slight,England,Darkness - lighting unknown,Raining + high winds,February,Friday,1
Slight,England,Darkness - lighting unknown,Raining + high winds,September,Friday,1
Slight,England,Darkness - lighting unknown,Raining + high winds,October,Friday,1
Slight,England,Darkness - lighting unknown,Raining + high winds,March,Friday,1
Slight,England,Daylight,Raining + high winds,October,Friday,5
Slight,England,Daylight,Raining + high winds,March,Friday,1
Slight,England,Daylight,Raining + high winds,April,Friday,1
Slight,England,Daylight,Raining + high winds,May,Friday,1
Slight,England,Daylight,Raining + high winds,January,Friday,1
Slight,England,Daylight,Raining + high winds,November,Friday,1
Serious,England,Daylight,Raining + high winds,July,Friday,1
Serious,England,Daylight,Raining + high winds,February,Friday,4
Serious,England,Daylight,Raining + high winds,December,Friday,2
Serious,Scotland,Daylight,Raining + high winds,October,Friday,1
Serious,Scotland,Daylight,Raining + high winds,September,Friday,1
Serious,Scotland,Daylight,Raining + high winds,June,Friday,1
Serious,Scotland,Daylight,Raining + high winds,February,Friday,2
Slight,England,Darkness - lights lit,Raining + high winds,February,Friday,14
Slight,Scotland,Darkness - lights lit,Raining + high winds,November,Friday,2
Slight,Scotland,Darkness - lights lit,Raining + high winds,February,Friday,2
Slight,England,Darkness - lights lit,Raining + high winds,August,Friday,1
Slight,England,Darkness - lights lit,Raining + high winds,September,Friday,5
Slight,England,Darkness - lights lit,Raining + high winds,December,Friday,2
Slight,England,Darkness - lights lit,Raining + high winds,October,Friday,4
Slight,England,Darkness - no lighting,Raining + high winds,February,Friday,4
Slight,England,Darkness - no lighting,Raining + high winds,September,Friday,4
Slight,England,Darkness - no lighting,Raining + high winds,October,Friday,1
Serious,Scotland,Darkness - no lighting,Raining + high winds,December,Friday,1
Serious,Scotland,Darkness - no lighting,Raining + high winds,February,Friday,1
Serious,England,Darkness - no lighting,Raining + high winds,February,Friday,2
Slight,Scotland,Darkness - no lighting,Raining + high winds,November,Friday,1
Slight,England,Darkness - no lighting,Raining + high winds,January,Friday,1
Slight,England,Darkness - lights unlit,Raining + high winds,February,Friday,1
Slight,England,Darkness - lights unlit,Raining + high winds,May,Friday,1
Serious,England,Darkness - lights unlit,Raining + high winds,February,Friday,1
Serious,England,Daylight,Raining + high winds,March,Friday,2
Serious,England,Daylight,Raining + high winds,October,Friday,1
Serious,England,Daylight,Raining + high winds,September,Friday,1
Serious,England,Darkness - lights lit,Raining + high winds,February,Friday,9
Fatal,Scotland,Darkness - lights lit,Raining + high winds,October,Friday,1
Fatal,England,Darkness - no lighting,Raining + high winds,September,Friday,1
Serious,Scotland,Darkness - lights lit,Raining + high winds,October,Friday,1
Serious,Scotland,Darkness - lights lit,Raining + high winds,February,Friday,1
Slight,England,Darkness - lights lit,Raining + high winds,June,Friday,1
Slight,England,Darkness - lights lit,Raining + high winds,January,Friday,1
Slight,England,Darkness - lights lit,Raining + high winds,November,Friday,2
Slight,England,Daylight,Raining + high winds,March,Wednesday,4
Slight,England,Daylight,Raining + high winds,November,Wednesday,8
Slight,England,Daylight,Raining + high winds,May,Wednesday,3
Slight,England,Daylight,Raining + high winds,April,Wednesday,4
Slight,England,Daylight,Raining + high winds,December,Wednesday,3
Slight,England,Daylight,Raining + high winds,October,Wednesday,6
Slight,England,Daylight,Raining + high winds,August,Wednesday,1
Slight,Scotland,Daylight,Raining + high winds,June,Wednesday,1
Slight,Scotland,Daylight,Raining + high winds,March,Wednesday,1
Slight,Scotland,Daylight,Raining + high winds,February,Wednesday,2
Slight,England,Daylight,Raining + high winds,February,Wednesday,19
Slight,England,Darkness - lighting unknown,Raining + high winds,December,Wednesday,1
Slight,England,Darkness - lighting unknown,Raining + high winds,November,Wednesday,1
Serious,Scotland,Daylight,Raining + high winds,October,Wednesday,2
Serious,Scotland,Daylight,Raining + high winds,February,Wednesday,1
Serious,England,Daylight,Raining + high winds,February,Wednesday,6
Slight,England,Daylight,Raining + high winds,June,Wednesday,1
Slight,England,Darkness - lights lit,Raining + high winds,February,Wednesday,13
Slight,England,Darkness - no lighting,Raining + high winds,February,Wednesday,6
Slight,England,Darkness - no lighting,Raining + high winds,November,Wednesday,10
Slight,England,Darkness - no lighting,Raining + high winds,December,Wednesday,1
Slight,England,Darkness - no lighting,Raining + high winds,October,Wednesday,1
Slight,England,Darkness - no lighting,Raining + high winds,May,Wednesday,2
Slight,England,Darkness - no lighting,Raining + high winds,September,Wednesday,1
Serious,Scotland,Darkness - no lighting,Raining + high winds,February,Wednesday,1
Serious,England,Darkness - no lighting,Raining + high winds,December,Wednesday,2
Serious,England,Darkness - no lighting,Raining + high winds,November,Wednesday,2
Serious,England,Darkness - no lighting,Raining + high winds,April,Wednesday,1
Slight,Scotland,Darkness - no lighting,Raining + high winds,December,Wednesday,1
Slight,England,Darkness - no lighting,Raining + high winds,April,Wednesday,1
Slight,England,Darkness - lights unlit,Raining + high winds,December,Wednesday,3
Slight,England,Darkness - lights unlit,Raining + high winds,November,Wednesday,2
Slight,England,Darkness - lights unlit,Raining + high winds,March,Wednesday,1
Slight,England,Darkness - lights unlit,Raining + high winds,February,Wednesday,1
Serious,England,Darkness - lights unlit,Raining + high winds,November,Wednesday,1
Serious,England,Darkness - lights unlit,Raining + high winds,February,Wednesday,1
Serious,England,Daylight,Raining + high winds,October,Wednesday,1
Serious,England,Daylight,Raining + high winds,January,Wednesday,1
Fatal,England,Darkness - no lighting,Raining + high winds,February,Wednesday,1
Serious,England,Darkness - lights lit,Raining + high winds,November,Wednesday,8
Serious,England,Darkness - lights lit,Raining + high winds,February,Wednesday,2
Serious,England,Darkness - lights lit,Raining + high winds,December,Wednesday,1
Serious,England,Darkness - lights lit,Raining + high winds,October,Wednesday,1
Serious,England,Darkness - lights lit,Raining + high winds,April,Wednesday,1
Serious,Scotland,Darkness - lights lit,Raining + high winds,December,Wednesday,1
Serious,Scotland,Darkness - lights lit,Raining + high winds,November,Wednesday,2
Slight,England,Darkness - lights lit,Raining + high winds,November,Wednesday,30
Slight,England,Darkness - lights lit,Raining + high winds,October,Wednesday,1
Slight,England,Darkness - lights lit,Raining + high winds,March,Wednesday,1
Slight,Scotland,Darkness - lights lit,Raining + high winds,November,Wednesday,1
Slight,Scotland,Darkness - lights lit,Raining + high winds,March,Wednesday,1
Slight,England,Darkness - lights lit,Raining + high winds,December,Wednesday,2
Slight,England,Darkness - lights lit,Raining + high winds,September,Wednesday,1
